Card,Month,Year,Catchment name,Fragment number,Fragment name,Catch No,Time,Locality,Observer,Altitude,Distance,Organisation
118046,6,2011,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,915,Mounseys Stream tributary, ,309,64,docc
119223,5,2020,Waimakariri River,1491011,Unnamed wetland Coopers Creek,664.062,910,Coopers Creek restoration pond, ,0,0,docc
119224,6,2020,Waimakariri River,1491012,Eyre River tributary 2,664.06,1030,Eyre River wetland, ,269,58,docc
119225,6,2020,Waimakariri River,1491012,Eyre River tributary 2,664.06,1040,Eyre River wetland, ,269,58,docc
119226,5,2020,Waimakariri River,1491017,Mounseys Stream tributary 5,664.063,1120,Mounseys Stream tributary, ,321,63,docc
119227,5,2020,Waimakariri River,1491017,Mounseys Stream tributary 5,664.063,1140,Mounseys Stream tributary, ,321,63,docc
119228,5,2020,Waimakariri River,1491019,Mounseys Stream tributary 7,664.063,1000,Mounseys Stream tributary, ,303,62,docc
119314,5,2020,Waimakariri River,1491145,Mounseys Stream tributary 15,664.063,1025,Mounseys Stream, ,302,62,docc
119846,5,2020,Waimakariri River,1491144,Mounseys Stream tributary 14,664.063,1200,Mounseys Stream tributary, ,302,62,docc
119853,5,2020,Waimakariri River,1491025,Mounseys Stream tributary 12,664.063,1000,Mounseys Stream tributary, ,321,63,docc
119856,5,2020,Waimakariri River,1491025,Mounseys Stream tributary 12,664.063,945,Mounseys Stream tributary, ,321,63,docc
119857,5,2020,Waimakariri,1491025,Mounseys Stream tributary 12,664.063,930,Mounseys Stream tributary, ,321,63,docc
119858,5,2020,Waimakariri River,1491025,Mounseys Stream tributary 12,664.063,1100,Mounseys Stream tributary, ,321,63,docc
119859,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,900,Mounseys Stream tributary, ,357,65,docc
119860,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,1000,Mounseys Stream, ,315,64,docc
119861,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,1040,Mounseys Stream tributary, ,315,64,docc
119866,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,1045,Mounseys Stream tributary, ,315,64,docc
119867,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,915,Mounseys Stream tributary, ,315,64,docc
119891,9,2020,Pareora River,1491105,Taiko Stream (Translocation),701.04,1030,Taiko Stream, ,139,29,crc
119892,9,2020,Pareora River,1491105,Taiko Stream (Translocation),701.04,1130,Taiko Stream, ,137,28,crc
119893,9,2020,Pareora River,1491105,Taiko Stream (Translocation),701.04,1200,Taiko Stream, ,130,27,crc
119894,9,2020,Pareora River,1491105,Taiko Stream (Translocation),253,1230,Taiko Stream, ,130,27,crc
119895,9,2020,Pareora River,1491105,Taiko Stream (Translocation),701.04,1230,Taiko Stream, ,130,27,crc
119896,9,2020,Pareora River,1491105,Taiko Stream (Translocation),701.04,1230,Taiko Stream, ,122,27,crc
119897,9,2020,Pareora River,1491105,Taiko Stream (Translocation),701.04,930,Taiko Stream, ,118,25,crc
119898,9,2020,Pareora River,1491105,Taiko Stream (Translocation),701.04,940,Taiko Stream, ,120,23,crc
119899,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,1355,Mounseys Stream tributary, ,309,64,docc
119900,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664,1330,Mounseys Stream tributary, ,0,0,docc
119901,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,1340,Mounseys Stream tributary, ,309,64,docc
119906,11,2016,Waimakariri River,1491015,Mounseys Stream tributary 3,664.063,800,Mounseys Stream spring tributary,,,,wwt
119910,8,2017,Waimakariri River,1491145,Mounseys Stream tributary 15,664.063,815,Mounseys Stream spring tributary, ,0,0,wwt
119911,11,2017,Waimakariri River,1491145,Mounseys Stream tributary 15,664.063,1318,Mounseys Stream spring tributary, ,0,0,wwt
119913,3,2019,Waimakariri River,1491011,Unnamed wetland Coopers Creek,664.062,1103,Coopers Creek wetland,,,,wwt
119915,5,2018,Waimakariri River,1491145,Mounseys Stream tributary 15,664.063,840,Mounseys Stream spring tributary, ,0,0,wwt
119917,1,2019,Waimakariri River,1491145,Mounseys Stream tributary 15,664.063,1130,Mounseys Stream spring tributary, ,0,0,wwt
119986,9,2020,Waimakariri River,1491145,Mounseys Stream tributary 15,664.063,1129,Mounseys Stream tributary spring, ,0,0,wwt
119988,2,2018,Selwyn River,1491148,Unnamed pond Hororata River 1,680.04,1300,Temporary pond, ,0,0,wild
120023,10,2020,Selwyn River,1491143,Selwyn River tributary 7,680,1330,Happy Jack Creek, ,223,76,docc
120024,9,2019,Selwyn River,1491143,Selwyn River tributary 7,680,1200,Happy Jacks Creek, ,223,76,docc
120026,9,2020,Selwyn River,1491143,Selwyn River tributary 7,680,1349,Happy Jack Creek, ,223,76,doco
120493,8,2019,Selwyn River,1491143,Selwyn River tributary 7,680,1004,Happy Jack Creek, ,223,76,docc
120494,11,2019,Selwyn River,1491143,Selwyn River tributary 7,680,1013,Happy Jack Creek, ,288,80,docc
120495,11,2019,Selwyn River,1491143,Selwyn River tributary 7,680,1017,Happy Jack Creek, ,232,79,docc
